"Date","days","infected.obs","removed.obs","susceptible.pred","exposed.pred","infected.pred","removed.pred"
"2020-01-22",22,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-23",23,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-24",24,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-25",25,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-26",26,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-27",27,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-28",28,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-29",29,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-30",30,0,0,8821999.99987697,327.918788645978,0,0
"2020-01-31",31,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-01",32,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-02",33,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-03",34,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-04",35,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-05",36,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-06",37,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-07",38,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-08",39,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-09",40,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-10",41,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-11",42,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-12",43,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-13",44,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-14",45,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-15",46,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-16",47,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-17",48,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-18",49,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-19",50,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-20",51,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-21",52,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-22",53,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-23",54,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-24",55,0,0,8821999.99987697,327.918788645978,0,0
"2020-02-25",56,2,0,8821999.99987697,327.918788645978,0,0
"2020-02-26",57,2,0,8821999.99987697,327.918788645978,655.36480758781,797.557742079367
"2020-02-27",58,3,0,8821999.99979966,120.63462366399,361.806762706864,1298.40002925562
"2020-02-28",59,3,0,8821999.99975941,44.3790212421587,177.519904990629,1558.94252964162
"2020-02-29",60,9,0,8821999.99974025,16.326140639176,81.6508052816165,1682.86452911055
"2020-03-01",61,14,0,8821999.9997316,6.0060565132391,36.0521373440869,1738.78328982466
"2020-03-02",62,18,0,8821999.99972782,2.20950690378498,15.4760119741634,1763.15596857723
"2020-03-03",63,21,0,8821999.99972622,0.812833097431137,6.50769565826976,1773.52096030528
"2020-03-04",64,29,0,8821999.99972555,0.299024975364448,2.69372122755039,1777.84874352905
"2020-03-05",65,41,0,8821999.99972527,0.110005301415146,1.10123676482826,1779.63024794214
"2020-03-06",66,55,0,8821999.99972516,0.040468754229823,0.445699618703647,1780.35532174803
"2020-03-07",67,79,0,8821999.99972511,0.0148876490961111,0.178895097775303,1780.64770741953
"2020-03-08",68,104,0,8821999.99972509,0.00547687060583465,0.0713061847074632,1780.76470712929
"2020-03-09",69,129,2,8821999.99972509,0.00201483230622945,0.028253859803463,1780.81122149973
"2020-03-10",70,178,4,8821999.99972509,0.000741217112079494,0.0111379775586291,1780.82961100003
"2020-03-11",71,242,4,8821999.99972509,0.000272679250363544,0.00437119265447628,1780.83684632392
"2020-03-12",72,297,5,8821999.99972509,0.000100313368529484,0.00170880846194345,1780.83968107444
"2020-03-13",73,497,7,8821999.99972509,3.69032851871359e-05,0.000665703340164083,1780.84078758982
"2020-03-14",74,648,7,8821999.99972509,1.3575962846669e-05,0.000258538260458272,1780.84121808229
"2020-03-15",75,853,7,8821999.99972509,4.99432556671592e-06,0.000100130037330118,1780.84138507217
"2020-03-16",76,1009,9,8821999.99972509,1.83739009217477e-06,3.86840022108384e-05,1780.84144967515
"2020-03-17",77,1328,4,8821999.99972509,6.75707794430705e-07,1.49062491882016e-05,1780.84147461459
"2020-03-18",78,1633,13,8821999.99972509,2.48379767827249e-07,5.72968550522967e-06,1780.84148421849
"2020-03-19",79,1998,15,8821999.99972509,9.13005876420971e-08,2.1982024130229e-06,1780.84148790705
"2020-03-20",80,2373,15,8821999.99972509,3.35606989136314e-08,8.41873092957286e-07,1780.84148932112
"2020-03-21",81,2797,17,8821999.99972509,1.23364012897859e-08,3.2190463339245e-07,1780.84148986231
"2020-03-22",82,3557,25,8821999.99972509,4.53467375348916e-09,1.22902950290053e-07,1780.84149006912
"2020-03-23",83,4444,30,8821999.99972509,1.66381168505711e-09,4.6780882127405e-08,1780.84149014811
"2020-03-24",84,5246,37,8821999.99972509,6.4145983464455e-10,1.86230887080223e-08,1780.84149017729
"2020-03-25",85,5549,39,8821999.99972509,2.47311568619435e-10,7.40652934383309e-09,1780.8414901889
"2020-03-26",86,6748,161,8821999.99972509,9.53497269157858e-11,2.94289252949101e-09,1780.84149019352
"2020-03-27",87,7374,283,8821999.99972509,3.67616108542419e-11,1.1682994987531e-09,1780.84149019535
"2020-03-28",88,7978,293,8821999.99972509,1.41732573550525e-11,4.63420912159874e-10,1780.84149019608
"2020-03-29",89,8223,565,8821999.99972509,5.46443008333085e-12,1.83678554584475e-10,1780.84149019636
"2020-03-30",90,8874,744,8821999.99972509,2.10678460601451e-12,7.27479597991812e-11,1780.84149019648
"2020-03-31",91,8957,1223,8821999.99972509,8.12260739418403e-13,2.87925051275775e-11,1780.84149019652
"2020-04-01",92,9129,1582,8821999.99972509,3.13163293260643e-13,1.1388061679523e-11,1780.84149019654
"2020-04-02",93,9222,1907,8821999.99972509,1.20738646872259e-13,4.50138536785671e-12,1780.84149019655
"2020-04-03",94,9334,2190,8821999.99972509,4.65502288482208e-14,1.77820517580218e-12,1780.84149019655
"2020-04-04",95,9088,2693,8821999.99972509,1.79472287620684e-14,7.02051804662825e-13,1780.84149019655
"2020-04-05",96,8849,3202,8821999.99972509,6.9194732954573e-15,2.77025364788971e-13,1780.84149019655
"2020-04-06",97,8614,3683,8821999.99972509,2.66777216053486e-15,1.09255595834174e-13,1780.84149019655
"2020-04-07",98,8350,4289,8821999.99972509,1.02854783229208e-15,4.30676930322826e-14,1780.84149019655
"2020-04-08",99,8157,4785,8821999.99972509,3.96552149078081e-16,1.69688586323105e-14,1780.84149019655
"2020-04-09",100,7709,5535,8821999.99972509,1.5288897861611e-16,6.68275445957426e-15,1780.84149019655
"2020-04-10",101,7172,6383,8821999.99972509,5.89456970005911e-17,2.63068247041062e-15,1780.84149019655
"2020-04-11",102,6865,6941,8821999.99972509,2.27262663254754e-17,1.03514005831489e-15,1780.84149019655
"2020-04-12",103,6608,7337,8821999.99972509,8.76201783420225e-18,4.07150341184008e-16,1780.84149019655
"2020-04-13",104,6330,7711,8821999.99972509,3.37816011928919e-18,1.60081931287895e-16,1780.84149019655
"2020-04-14",105,6209,8017,8821999.99972509,1.30243598034948e-18,6.29170109384242e-17,1780.84149019655
"2020-04-15",106,5845,8491,8821999.99972509,5.02148994148133e-19,2.47194140477778e-17,1780.84149019655
"2020-04-16",107,5080,9396,8821999.99972509,1.93601566121806e-19,9.70863822768931e-18,1780.84149019655
