"Date","days","infected.obs","removed.obs","susceptible.pred","exposed.pred","infected.pred","removed.pred"
"2020-01-22",22,1,0,51469998.4265954,0.759341314772768,0,0
"2020-01-23",23,1,0,51469998.4265954,0.759341314772768,0,0
"2020-01-24",24,2,0,51469998.4265954,0.759341314772768,0,0
"2020-01-25",25,2,0,51469998.4265954,0.759341314772768,0,0
"2020-01-26",26,3,0,51469998.4265954,0.759341314772768,0,0
"2020-01-27",27,4,0,51469998.4265954,0.759341314772768,0,0
"2020-01-28",28,4,0,51469998.4265954,0.759341314772768,14.6867581843195,0.250032216235225
"2020-01-29",29,4,0,51469997.2629216,0.307080087723572,15.8097766913597,0.742948668408685
"2020-01-30",30,4,0,51469995.9941755,0.323748383856298,16.5432146317644,1.26158860583734
"2020-01-31",31,11,0,51469994.6187573,0.35090727337568,17.3482533818093,1.80480915852059
"2020-02-01",32,12,0,51469993.1256317,0.38107555227027,18.2407939606003,2.37522587318025
"2020-02-02",33,15,0,51469991.5024174,0.414414155938535,19.2301041926391,2.97579130234663
"2020-02-03",34,15,0,51469989.735567,0.451213489227586,20.3261790634263,3.60976754363246
"2020-02-04",35,16,0,51469987.8103135,0.491783379930058,21.5398799139316,4.28075026347328
"2020-02-05",36,19,0,51469985.7106055,0.536448293217733,22.882975322409,4.99269792042354
"2020-02-06",37,23,0,51469983.419063,0.585542229673905,24.3681605480415,5.74996121915104
"2020-02-07",38,23,1,51469980.9169601,0.639401657789457,26.0090524731722,6.55731282536257
"2020-02-08",39,23,1,51469978.1837223,0.698621450482537,27.8204052961376,7.4199780117733
"2020-02-09",40,22,3,51469975.1922262,0.765284757796395,29.8215042823064,8.34371182986963
"2020-02-10",41,24,3,51469971.9029428,0.842758809609554,32.0419843278318,9.33504108601011
"2020-02-11",42,25,3,51469968.2594871,0.935570491470179,34.5260046780177,10.4016647603857
"2020-02-12",43,21,7,51469964.1829101,1.04978409611153,37.3370398257493,11.5529929743061
"2020-02-13",44,21,7,51469959.5638961,1.19357827706988,40.5643874339841,12.8008651688717
"2020-02-14",45,21,7,51469954.2518061,1.37812043582404,44.3322845958568,14.1605158885165
"2020-02-15",46,19,9,51469948.0373081,1.61971624599087,48.8138051794923,15.6518974769353
"2020-02-16",47,20,9,51469940.6139253,1.94599823728721,54.2611377076222,17.3016657797405
"2020-02-17",48,20,10,51469931.5192772,2.40020835371389,61.0567429643588,19.1464985025163
